location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
GA,2020-01-11,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.395062,22.339506,30.91358,0.677333,22.592593,79.823314
GA,2020-01-12,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.302469,22.833333,32.104938,0.0,23.055556,73.352462
GA,2020-01-13,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.969136,23.919753,33.024691,0.0,23.475309,72.436524
GA,2020-01-14,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.351852,24.166667,33.253086,0.0,23.777778,72.07552
GA,2020-01-15,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.802469,24.0,32.944444,1.36525,23.876543,74.96828
GA,2020-01-16,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.641975,23.641975,30.839506,0.508,23.753086,79.676256
GA,2020-01-17,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.851852,23.253086,30.030864,2.76225,23.62963,82.832695
GA,2020-01-18,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.716049,23.592593,31.833333,0.0,23.419753,77.673554
GA,2020-01-19,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.236111,22.888889,32.291667,0.635,23.381944,75.124405
GA,2020-01-20,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.061728,24.067901,31.092593,1.100667,23.561728,76.933389
GA,2020-01-21,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.617284,23.858025,32.04321,0.0,23.851852,75.681602
GA,2020-01-22,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,29.259259,24.185185,32.746914,0.0,24.265432,74.737092
GA,2020-01-23,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.808642,23.753086,32.777778,0.0,23.796296,74.622775
GA,2020-01-24,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.701389,23.340278,32.430556,0.0,23.777778,75.053435
GA,2020-01-25,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.320988,23.092593,32.265432,0.0,23.376543,74.726739
GA,2020-01-26,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,27.965278,22.847222,32.291667,0.0,23.006944,74.552394
GA,2020-01-27,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.409722,23.25,32.5,0.0,23.243056,73.826506
GA,2020-01-28,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,27.969136,23.759259,31.722222,0.0,23.197531,75.632865
GA,2020-01-29,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.302469,23.117284,32.580247,0.0,23.592593,75.821351
GA,2020-01-30,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.351852,24.271605,32.018519,0.338667,24.08642,77.854626
GA,2020-01-31,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.074074,23.290123,31.641975,2.95275,23.419753,76.101765
GA,2020-02-01,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.138889,23.451389,32.5,0.4445,23.534722,76.254065
GA,2020-02-02,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.256944,23.201389,32.090278,3.374571,23.652778,76.504541
GA,2020-02-03,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,27.314815,22.91358,31.04321,0.508,23.320988,78.925392
GA,2020-02-04,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,27.765432,22.981481,31.901235,0.903111,23.08642,75.906789
GA,2020-02-05,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,27.907407,22.833333,32.814815,0.677333,22.944444,74.875467
GA,2020-02-06,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.56,28.284722,22.763889,32.388889,1.016,23.451389,75.464542
GA,2020-02-07,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,28.027778,23.590278,31.923611,0.635,23.548611,76.972394
GA,2020-02-08,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,25.714286,23.119048,28.142857,0.719667,23.079365,85.694512
GA,2020-02-09,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,27.261905,22.928571,31.126984,0.0,23.047619,77.926256
GA,2020-02-10,ChIJ7fM4VIo7fxARFWt4Ng7DDHs,Q1000,country/GAB,GA,Gabon,GA,GAB,0,0,0,,1,3,,,,,,,,2225728,1132854,1092874,222885,1949694,823870,8.638,0.702,600006,422770,367413,350066,232164,134152,71303,36693,11161,16657960228,7667,0.453,192793,-0.683331,11.5,267670,261381,836,66.187,6.0,32.7,238.333,182.317,76.0,14.4,2.946,0.6819,204.492249,51.442871,,,,,,,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,28.91358,23.277778,33.265432,0.0,23.746914,73.809734
