location_key,date,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
PG,2020-06-20,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,9,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,2,2,4,1,1,0,2,0,2,0,0,2,2,2,0,0,2,0,56.02,27.888889,23.0,31.222222,0.508,21.833333,69.665436
PG,2020-06-21,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,9,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,2,2,4,1,1,0,2,0,2,0,0,2,2,2,0,0,2,0,56.02,26.388889,23.0,30.0,0.0,22.555556,79.495793
PG,2020-06-22,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,9,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,2,2,4,1,1,0,2,0,2,0,0,2,2,2,0,0,2,0,56.02,,,,,,
PG,2020-06-23,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,1,0,10,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,26.277778,22.722222,30.111111,0.0,21.944444,77.0973
PG,2020-06-24,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,1,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,28.5,24.0,31.0,,21.944444,67.687591
PG,2020-06-25,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,26.944444,23.0,30.0,13.97,22.611111,77.197081
PG,2020-06-26,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,27.555556,22.0,30.0,2.032,21.666667,70.315924
PG,2020-06-27,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,27.277778,22.722222,31.0,0.0,20.666667,67.215261
PG,2020-06-28,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,25.166667,22.611111,27.0,62.992,22.166667,83.47149
PG,2020-06-29,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,,,,,,
PG,2020-06-30,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,26.833333,23.0,30.0,0.0,22.277778,76.144696
PG,2020-07-01,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,26.222222,23.0,29.0,0.0,21.666667,76.049639
PG,2020-07-02,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,25.166667,23.0,27.0,0.0,21.722222,81.238701
PG,2020-07-03,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,25.888889,21.0,28.5,0.0,,
PG,2020-07-04,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,28.111111,22.777778,31.0,0.0,21.5,67.38139
PG,2020-07-05,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,,,,,,
PG,2020-07-06,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,24.388889,22.722222,26.0,3.048,19.333333,73.444745
PG,2020-07-07,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,26.5,23.0,29.0,0.0,,
PG,2020-07-08,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,2,0,0,2,0,49.07,23.833333,22.0,25.0,2.032,21.777778,88.285865
PG,2020-07-09,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,26.277778,22.0,31.0,6.096,21.333333,74.269561
PG,2020-07-10,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,24.0,22.0,25.611111,0.0,22.333333,90.416387
PG,2020-07-11,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,23.944444,22.0,25.0,32.004,22.111111,89.499685
PG,2020-07-12,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,,,,,,
PG,2020-07-13,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,28.277778,23.0,31.0,0.0,,
PG,2020-07-14,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,11,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,25.944444,23.0,28.0,0.0,19.277778,66.715982
PG,2020-07-15,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,4,0,15,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,26.944444,21.0,30.0,0.0,,
PG,2020-07-16,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,15,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,27.055556,23.0,30.0,,21.222222,70.462953
PG,2020-07-17,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,15,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,25.833333,23.0,29.5,0.0,22.444444,81.59799
PG,2020-07-18,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,2,0,17,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,24.388889,23.0,25.0,4.064,21.277778,82.817305
PG,2020-07-19,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,17,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,25.111111,21.0,28.0,0.0,,
PG,2020-07-20,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,10,0,27,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,26.444444,23.0,30.0,0.254,21.777778,75.569856
PG,2020-07-21,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,3,0,30,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,27.166667,23.777778,30.0,0.0,20.777778,68.119112
PG,2020-07-22,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,1,0,31,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,25.666667,23.0,28.0,,20.277778,72.16264
PG,2020-07-23,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,1,0,32,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,26.277778,23.0,29.0,5.08,21.444444,74.776827
PG,2020-07-24,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,7,0,39,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,,,,,,
PG,2020-07-25,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,23,0,62,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,,,,,,
PG,2020-07-26,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,62,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,26.888889,22.777778,30.0,,,
PG,2020-07-27,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,1,0,63,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,26.944444,23.0,30.0,,22.5,76.677971
PG,2020-07-28,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,1,63,1,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,2,0,49.07,27.611111,24.0,31.0,2.032,22.388889,73.24284
PG,2020-07-29,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,1,63,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,3,0,49.07,28.0,23.0,31.0,0.0,,
PG,2020-07-30,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,9,0,72,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,3,0,49.07,25.722222,23.0,31.0,,20.777778,74.17733
PG,2020-07-31,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,19,0,91,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,3,0,49.07,25.055556,23.0,27.277778,,21.222222,79.312787
PG,2020-08-01,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,19,0,110,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,3,0,49.07,23.777778,22.0,26.0,,20.888889,83.884779
PG,2020-08-02,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,1,0,111,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,3,0,49.07,26.111111,23.0,29.0,0.0,20.611111,71.748419
PG,2020-08-03,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,3,0,114,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,1,2,3,1,0,0,2,0,2,0,0,2,2,1,0,0,3,0,49.07,27.111111,21.0,30.0,0.0,,
PG,2020-08-04,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,39,0,153,2,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,2,1,3,1,3,0,3,0,2,0,0,2,2,1,0,0,3,0,56.48,27.388889,22.0,32.0,0.0,20.833333,67.467722
PG,2020-08-05,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,10,1,163,3,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,2,1,3,1,3,0,3,0,2,0,0,2,2,1,0,0,3,0,56.48,25.555556,23.0,28.388889,,20.888889,75.428407
PG,2020-08-06,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,25,0,188,3,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,1,2,1,3,1,3,0,3,0,2,0,0,2,2,1,0,0,3,0,56.48,25.5,23.0,28.0,7.112,20.5,73.88676
PG,2020-08-07,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,188,3,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,3,3,1,3,2,3,2,3,0,2,0,0,2,1,2,0,0,3,0,80.56,27.055556,23.0,32.0,,22.388889,75.666438
