location_key,date,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
PG,2020-01-11,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.722222,24.0,31.0,11.938,24.333333,81.830499
PG,2020-01-12,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.5,24.5,30.0,6.096,24.111111,81.803365
PG,2020-01-13,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.277778,24.0,32.0,0.0,23.666667,71.825011
PG,2020-01-14,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.5,24.0,32.0,0.0,23.166667,81.95535
PG,2020-01-15,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.0,26.0,32.0,30.988,23.166667,75.055169
PG,2020-01-16,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.166667,24.0,32.0,0.0,21.722222,68.082732
PG,2020-01-17,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.944444,24.0,37.0,0.0,21.388889,56.837525
PG,2020-01-18,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32.833333,26.111111,37.0,0.0,21.277778,50.720961
PG,2020-01-19,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32.222222,25.0,36.0,0.0,22.0,54.870327
PG,2020-01-20,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.5,25.0,35.0,0.0,22.611111,62.811003
PG,2020-01-21,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.944444,25.0,36.0,0.0,23.222222,63.544253
PG,2020-01-22,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.111111,24.0,35.0,0.0,23.277778,70.83923
PG,2020-01-23,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.833333,25.0,33.0,0.0,23.333333,68.177103
PG,2020-01-24,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.944444,26.0,33.0,0.0,23.333333,67.742876
PG,2020-01-25,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29.944444,27.0,33.0,0.0,23.555556,68.657049
PG,2020-01-26,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.111111,24.0,34.0,0.0,23.055556,65.980399
PG,2020-01-27,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,29.5,25.0,32.0,14.986,23.888889,71.864175
PG,2020-01-28,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,26.833333,24.0,32.0,11.938,23.277778,80.903641
PG,2020-01-29,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,29.944444,24.611111,33.0,0.0,23.388889,67.970414
PG,2020-01-30,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13.89,27.944444,24.0,31.0,0.0,22.5,72.317408
PG,2020-01-31,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,30.0,25.0,33.0,0.0,,
PG,2020-02-01,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,30.277778,24.0,34.0,0.0,,
PG,2020-02-02,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,29.666667,24.0,36.0,0.0,23.111111,67.916287
PG,2020-02-03,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,29.611111,24.611111,33.0,,23.666667,70.45694
PG,2020-02-04,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,31.111111,28.0,32.611111,0.0,23.888889,65.523699
PG,2020-02-05,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,,,,,,
PG,2020-02-06,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,28.444444,24.0,31.5,0.0,,
PG,2020-02-07,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,29.666667,26.0,32.5,0.0,,
PG,2020-02-08,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,28.111111,25.0,31.0,1.016,22.722222,72.590738
PG,2020-02-09,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,28.555556,25.0,32.0,0.0,23.611111,74.64292
PG,2020-02-10,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,29.388889,25.0,31.0,0.0,23.277778,69.711423
PG,2020-02-11,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,30.444444,25.0,35.0,0.0,23.611111,66.939086
PG,2020-02-12,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,32.055556,24.0,36.0,0.0,22.333333,56.526062
PG,2020-02-13,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,29.222222,24.277778,34.0,0.0,22.166667,65.798822
PG,2020-02-14,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,28.388889,24.0,33.0,,22.666667,71.186272
PG,2020-02-15,Q691,country/PNG,PG,Papua New Guinea,PG,PNG,0,0,0,0,0,,,,,,,,8947027,4568072,4378955,7613275,1162834,374517,19.757,0.555,2150348,1917883,1554184,1220537,938384,629119,372086,136655,27831,24969611434,2845,0.384,307866,-6.3,147.0,462840,459445,2003,64.263,36.3,17.9,38.0,251.144,187.7,152.0,30.0,0.4548,0.0699,61.45784,5.530311,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,13.89,29.111111,25.0,32.0,0.0,23.833333,73.251322
