location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_hospitalized_patients,cumulative_hospitalized_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
TH,2020-11-08,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,7,0,10,3583,3837,60,3654,1225975,-3,123,,,,,,,,,1,2,1,2,1,,,,78,152,1055,947,718,501,254,89,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,3,2164,1673,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-5,3,-16,-25,-8,0,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,27.55,23.988889,31.516667,0.381,21.061111,68.067969
TH,2020-11-09,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,3,0,7,4664,3840,60,3661,1230639,-4,119,,,,,,,,,1,2,,,,,,,78,152,1056,949,718,501,254,89,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,2166,1674,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-8,1,-26,-26,-10,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,27.622222,23.344444,32.033333,0.0508,19.783333,62.577351
TH,2020-11-10,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,4,0,9,4669,3844,60,3670,1235308,-5,114,,,,,,,,,1,1,,2,,,,,78,152,1057,950,718,503,254,89,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,1,2169,1675,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-6,4,-23,-25,-12,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,27.672222,22.844444,32.294444,0.0,18.388889,57.265303
TH,2020-11-11,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,3,0,15,4085,3847,60,3685,1239393,-12,102,,,,,,,,,,,1,1,1,,,,78,152,1057,950,719,504,255,89,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,,3,2169,1678,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-6,1,-25,-24,-11,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,24.927778,22.85,27.961111,0.4445,19.016667,69.883748
TH,2020-11-12,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,5,0,8,3465,3852,60,3693,1242858,-3,99,,,,,,,,,,1,1,1,1,1,,,78,152,1057,951,720,505,256,90,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,2,2172,1680,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-8,0,-24,-24,-12,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,24.988889,22.138889,27.238889,1.143,20.65,77.054389
TH,2020-11-13,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,9,0,4,3453,3861,60,3697,1246311,5,104,,,,,,,,,,1,3,2,1,2,,,78,152,1057,952,723,507,257,92,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,3,2178,1683,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-6,3,-22,-24,-12,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,27.105556,22.4,32.227778,0.1016,18.027778,57.991664
TH,2020-11-14,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,5,0,10,2544,3866,60,3707,1248855,-5,99,,,,,,,,1,1,1,2,,,,,,78,153,1058,953,725,507,257,92,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,3,2180,1686,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-5,3,-19,-23,-4,-1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,26.755556,21.311111,32.416667,0.0,16.822222,54.764419
TH,2020-11-15,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,8,0,8,3053,3874,60,3715,1251908,0,99,,,,,,,,,,4,4,,,,,,78,153,1058,957,729,507,257,92,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,5,2183,1691,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-2,6,-10,-22,-6,-1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,27.938889,21.061111,33.061111,0.0,19.177778,59.224039
TH,2020-11-16,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,1,0,6,4224,3875,60,3721,1256132,-5,94,,,,,,,,,1,,,,,,,,78,153,1059,957,729,507,257,92,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,,2184,1691,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-4,4,-17,-23,-16,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,28.777778,23.177778,33.016667,0.0,21.783333,66.077377
TH,2020-11-17,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,3,0,3,4480,3878,60,3724,1260612,0,94,,,,,,,,,1,,,1,,1,,,78,153,1060,957,729,508,257,93,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,,2187,1691,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-4,4,-17,-21,-18,1,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,29.627778,24.316667,34.877778,0.0,23.194444,68.544845
TH,2020-11-18,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,2,0,5,2591,3880,60,3729,1263203,-3,91,,,,,,,,,1,,1,,,,,,78,153,1061,957,730,508,257,93,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,1,2188,1692,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-3,4,-14,-18,-17,0,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,190600000,3,0,47.22,30.061111,24.938889,35.283333,0.0,23.65,68.702359
TH,2020-11-19,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,8,0,13,2613,3888,60,3742,1265816,-5,86,,,,,,,,,2,4,1,,1,,,,78,153,1063,961,731,508,258,93,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,5,2191,1697,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-1,4,-7,-24,-30,3,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,30.694444,25.544444,36.077778,0.0,23.561111,65.939958
TH,2020-11-20,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,4,0,3,2414,3892,60,3745,1268230,1,87,,,,,,,,,1,1,2,,,,,,78,153,1064,962,733,508,258,93,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,,4,2191,1701,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-4,4,-6,-30,-31,5,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,29.944444,25.611111,34.866667,4.8006,24.611111,73.264883
TH,2020-11-21,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,10,0,11,2438,3902,60,3756,1270668,-1,86,,,,,,,,1,2,2,1,3,1,,,,78,154,1066,964,734,511,259,93,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,5,2196,1706,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-7,0,-16,-24,-8,0,1,1,1,2,0,1,1,3,2,2,0,0,2,2,0,0,0,3,0,47.22,27.866667,25.238889,33.427778,12.163778,24.55,82.325817
TH,2020-11-22,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,11,0,5,3679,3913,60,3761,1274347,6,92,,,,,,,,1,1,,4,2,1,2,,,78,155,1067,964,738,513,260,95,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,8,2199,1714,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-2,6,-12,-21,-9,-2,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,28.194444,24.527778,32.838889,9.6266,24.838889,82.10774
TH,2020-11-23,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,7,0,5,4115,3920,60,3766,1278462,2,94,,,,,,,,1,,1,3,1,1,,,,78,156,1067,965,741,514,261,95,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,5,2201,1719,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-4,4,-17,-22,-16,0,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,28.944444,25.205556,33.972222,1.905,23.666667,73.39164
TH,2020-11-24,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,2,0,6,4433,3922,60,3772,1282895,-4,90,,,,,,,1,,,1,,,,,,,79,156,1067,966,741,514,261,95,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,1,2202,1720,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-4,5,-15,-21,-17,0,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,29.055556,24.894444,33.911111,0.0,22.577778,68.338938
TH,2020-11-25,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,4,0,8,3434,3926,60,3780,1286329,-4,86,,,,,,,,,,1,2,1,,,,,79,156,1067,967,743,515,261,95,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,2,2204,1722,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-1,6,-13,-19,-16,0,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,28.938889,24.494444,33.361111,0.0,22.444444,68.198984
TH,2020-11-26,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,16,0,8,4111,3942,60,3788,1290440,8,94,,,,,,,,1,1,3,7,3,1,,,,79,157,1068,970,750,518,262,95,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,12,2208,1734,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-1,5,-15,-19,-15,0,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,29.055556,24.633333,33.872222,0.0,21.672222,64.587402
TH,2020-11-27,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,19,0,2,3215,3961,60,3790,1293655,17,111,,,,,,,1,2,2,6,4,1,2,1,,,80,159,1070,976,754,519,264,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,8,2219,1742,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-3,5,-12,-21,-15,1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,198938988,3,0,50.0,28.461111,24.361111,32.261111,0.0,21.066667,64.463517
TH,2020-11-28,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,5,0,8,3362,3966,60,3798,1297017,-3,108,,,,,,,,,3,1,1,,,,,,80,159,1073,977,755,519,264,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,2,2222,1744,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-1,5,-12,-19,-3,-2,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,28.172222,23.922222,32.716667,0.0,20.027778,61.496949
TH,2020-11-29,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,11,0,2,4505,3977,60,3800,1301522,9,117,,,,,,,,,4,2,2,2,1,,,,80,159,1077,979,757,521,265,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,3,2230,1747,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,1,9,-8,-18,-4,-2,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,27.677778,23.927778,31.455556,0.0,20.044444,63.407328
TH,2020-11-30,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,21,0,3,5242,3998,60,3803,1306764,18,135,,,,,,,,2,7,7,1,2,2,,,,80,161,1084,986,758,523,267,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,15,2236,1762,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,2,13,-19,-19,-10,-1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,27.544444,24.383333,31.555556,0.0,18.983333,59.816341
TH,2020-12-01,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,10,0,8,5300,4008,60,3811,1312064,2,137,,,,,,,1,,3,3,,1,2,,,,81,161,1087,989,758,524,269,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,5,2241,1767,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-2,12,-21,-19,-6,-1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,27.183333,24.483333,30.633333,0.0,19.544444,63.285389
TH,2020-12-02,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,18,0,11,5353,4026,60,3822,1317417,7,144,,,,,,,,,5,3,3,5,2,,,,81,161,1092,992,761,529,271,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,11,2248,1778,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-1,10,-21,-19,-4,-1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,27.838889,24.538889,31.172222,0.0,20.527778,64.664708
TH,2020-12-03,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,13,0,10,5783,4039,60,3832,1323200,3,147,,,,,,,,,5,5,3,,,,,,81,161,1097,997,764,529,271,96,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,11,2250,1789,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-3,7,-20,-20,-4,-1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,26.944444,23.255556,30.938889,0.0,19.488889,63.83547
TH,2020-12-04,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,14,0,7,5300,4053,60,3839,1328500,7,154,,,,,,,,,4,5,3,,1,1,,,81,161,1101,1002,767,529,272,97,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,10,2254,1799,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-3,8,-16,-20,-5,-1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,25.5,21.572222,29.938889,0.0,16.722222,58.444681
TH,2020-12-05,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,19,0,9,4584,4072,60,3848,1333084,10,164,,,,,,,,2,8,2,2,3,2,,,,81,163,1109,1004,769,532,274,97,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,13,2260,1812,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,2,10,-6,-22,-19,1,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,24.677778,19.95,29.511111,0.0,16.1,59.019162
TH,2020-12-06,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,14,0,5,5697,4086,60,3853,1338781,9,173,,,,,,,1,2,4,2,3,,,2,,,82,165,1113,1006,772,532,274,99,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,9,2265,1821,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,1,9,-4,-23,-4,-2,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,25.044444,20.188889,30.222222,0.0,17.166667,61.816615
TH,2020-12-07,ChIJsU1CR_eNTTARAuhXB4gs154,Q869,country/THA,TH,Thailand,TH,THA,0,21,0,15,7297,4107,60,3868,1346078,6,179,,,,,,,1,,11,3,4,,2,,,,83,165,1124,1009,776,532,276,99,23,2,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,14,2272,1835,69799978,33966060,35833918,34330982,35294600,10350204,14170741,136.624,0.755,7439832,8492311,9630308,9229727,10914257,10681394,7624356,3866568,1921225,543649976165,7808,0.604,2067731,14.0,101.0,513120,474183,36597,76.931,19.9,7.0,7.8,186.853,77.992,61.5,14.5,2.7593,0.805,247.03511,27.535921,-1,8,-15,-28,-13,0,1,1,1,2,1,1,1,2,2,2,0,0,2,2,2,0,0,3,0,50.0,26.794444,20.494444,31.738889,0.0,18.1,59.052441
