location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
CU,2020-01-14,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.809524,23.380952,29.126984,0.0,20.888889,74.44677
CU,2020-01-15,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.285714,20.349206,28.134921,0.0,18.571429,70.684703
CU,2020-01-16,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.365079,21.428571,28.039683,0.0,20.753968,80.528139
CU,2020-01-17,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.301587,20.515873,27.666667,1.415143,18.896825,72.043974
CU,2020-01-18,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23.468254,20.785714,26.031746,0.6096,19.47619,78.821888
CU,2020-01-19,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.420635,21.468254,28.515873,0.762,20.452381,78.762482
CU,2020-01-20,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.063492,19.071429,28.888889,0.0,20.714286,81.702822
CU,2020-01-21,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.373016,19.388889,25.603175,2.9464,18.928571,81.231879
CU,2020-01-22,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.865079,14.714286,20.65873,1.735667,10.269841,61.228472
CU,2020-01-23,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17.833333,11.468254,25.325397,0.0,11.904762,68.458258
CU,2020-01-24,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.896825,15.531746,26.571429,0.0,16.563492,76.584557
CU,2020-01-25,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.52381,17.571429,27.285714,0.0,18.230159,77.072675
CU,2020-01-26,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.230159,17.801587,27.02381,0.0,18.246032,78.423277
CU,2020-01-27,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.65873,16.603175,28.746032,0.0,17.857143,74.471688
CU,2020-01-28,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,23.952381,19.31746,28.603175,0.0,19.603175,76.775016
CU,2020-01-29,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,24.087302,19.253968,29.071429,0.0,20.02381,78.162545
CU,2020-01-30,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,24.801587,20.65873,29.373016,0.169333,20.825397,78.814744
CU,2020-01-31,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.103175,21.142857,30.0,0.0,21.214286,79.219104
CU,2020-02-01,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.134921,20.380952,30.253968,0.0,21.079365,78.34611
CU,2020-02-02,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,23.444444,20.198413,27.253968,0.0,18.150794,72.371863
CU,2020-02-03,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,20.809524,15.825397,26.325397,0.0,14.579365,67.634801
CU,2020-02-04,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,22.84127,17.5,28.611111,0.0,17.619048,72.462338
CU,2020-02-05,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,24.68254,19.801587,30.31746,0.0,20.269841,76.61212
CU,2020-02-06,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.412698,21.5,30.373016,0.0,20.555556,74.780866
CU,2020-02-07,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,26.404762,22.037037,30.833333,0.0,21.507937,74.642341
CU,2020-02-08,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.126984,21.31746,29.222222,0.0,21.674603,81.315876
CU,2020-02-09,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.404762,22.753968,29.301587,0.0,21.65873,79.942555
CU,2020-02-10,ChIJtUx6DwdJzYgRGqQQkVL3jHk,Q241,country/CUB,CU,Cuba,CU,CUB,0,0,0,,0,0,,,,,,,,11326616,5623468,5703148,2594348,8739135,2138419,2138419,106.413,0.769,1199376,1246732,1421019,1523033,1561982,1967295,1174022,804207,428950,100023000000,8821,307833,22.0,-79.5,109880,100440,9572,78.726,35.2,9.6,3.7,113.198,73.993,49.5,16.4,7.5614,8.4218,987.627014,103.529617,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.11,25.547619,22.296296,29.916667,0.0,20.888889,75.619647
