location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_clustered,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,human_capital_index,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
VN,2020-01-01,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.006944,18.958333,28.993056,7.6835,19.909722,74.553716
VN,2020-01-02,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.784722,20.229167,28.458333,4.572,19.965278,76.404595
VN,2020-01-03,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.597222,19.729167,29.361111,1.3335,19.354167,73.958337
VN,2020-01-04,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.701389,19.819444,29.430556,0.381,18.368056,69.78877
VN,2020-01-05,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.215278,18.236111,29.777778,0.508,18.465278,71.325957
VN,2020-01-06,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.791667,18.270833,30.354167,0.0,18.506944,69.286032
VN,2020-01-07,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.159722,19.166667,30.847222,0.0,20.0,73.922536
VN,2020-01-08,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.229167,20.854167,30.236111,2.25425,20.159722,74.831283
VN,2020-01-09,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.361111,19.527778,31.020833,0.0635,19.902778,72.729257
VN,2020-01-10,ChIJXx5qc016FTERvmL-4smwO7A,Q881,country/VNM,VN,Vietnam,VN,VNM,0,0,0,,0,0,,,,,,,,97338583,48598254,48740329,61129966,35332140,8371428,16735581,313.925,0.694,15478572,13599043,15389496,16200924,13572962,11109968,7342687,2778472,1866459,261921244843,2715,0.666,49915,16.0,108.0,331230,318130,7589,75.317,22.8,6.0,16.5,188.583,76.363,64.5,17.1,1.4463,0.8281,129.575958,58.64341,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.548611,19.256944,31.048611,0.0,19.888889,72.006308
