location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_largest_city,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,openstreetmap_id,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,life_expectancy,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
GW,2020-04-22,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,52,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-24,-30,31.333333,22.666667,40.5,0.0,16.166667,40.467046
GW,2020-04-23,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,52,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-26,-29,29.981481,22.259259,38.111111,0.0,16.018519,45.180276
GW,2020-04-24,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,52,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-25,-32,28.87037,21.5,36.759259,0.0,17.444444,51.028516
GW,2020-04-25,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,1,0,,53,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-17,30.12963,23.5,37.833333,0.0,16.425926,44.611061
GW,2020-04-26,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,20,0,,73,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-12,32.041667,24.805556,39.180556,0.0,16.861111,41.13896
GW,2020-04-27,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,73,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-31,31.814815,22.5,41.074074,0.0,16.148148,40.184833
GW,2020-04-28,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,128,0,,201,1,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-19,-29,33.736111,23.555556,42.694444,0.0,17.416667,37.950978
GW,2020-04-29,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,59,1,,260,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-17,-28,32.462963,23.37037,40.166667,0.0,19.055556,45.832788
GW,2020-04-30,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,260,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-16,-27,33.0,26.305556,39.375,0.0,20.319444,47.683689
GW,2020-05-01,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,260,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-23,-49,31.777778,24.5,39.194444,0.0,20.569444,52.180334
GW,2020-05-02,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,32,0,,292,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-15,30.907407,25.388889,38.574074,0.0,20.314815,53.920256
GW,2020-05-03,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,292,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-12,31.962963,24.333333,41.092593,0.0,18.925926,47.828537
GW,2020-05-04,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,292,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-27,30.925926,22.333333,40.203704,0.0,19.666667,52.199183
GW,2020-05-05,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,216,0,,508,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-17,-30,31.833333,23.277778,39.180556,0.0,20.125,50.74741
GW,2020-05-06,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,508,2,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-16,-29,32.013889,24.305556,39.541667,0.0,19.902778,50.28325
GW,2020-05-07,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,134,1,,642,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-14,-29,31.638889,23.805556,39.027778,0.0,19.902778,51.097545
GW,2020-05-08,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,642,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-23,-28,30.185185,23.5,38.5,0.0,20.037037,56.21033
GW,2020-05-09,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,119,0,,761,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-14,-14,30.222222,25.0,38.25,0.0,20.25,57.061112
GW,2020-05-10,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,59,0,,820,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-7,29.8,24.5,34.577778,0.0,21.344444,61.035741
GW,2020-05-11,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,16,0,,836,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-32,28.481481,22.5,35.666667,0.0,20.462963,62.296785
GW,2020-05-12,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,836,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-15,-30,29.425926,23.592593,37.074074,0.0,20.259259,58.038395
GW,2020-05-13,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,77,0,,913,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-27,-29,31.388889,24.0,42.5,0.0,19.277778,49.885112
GW,2020-05-14,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,913,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-18,-29,31.277778,25.166667,39.240741,0.0,20.518519,53.511602
GW,2020-05-15,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,913,3,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,-50,,-22,-29,32.314815,24.666667,40.166667,0.0,18.685185,45.90119
GW,2020-05-16,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,77,1,,990,4,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-21,-7,30.907407,22.833333,40.666667,0.0,19.5,52.137755
GW,2020-05-17,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,48,2,,1038,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-7,31.388889,24.8,38.088889,0.0,21.022222,54.701424
GW,2020-05-18,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1038,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-25,-26,31.277778,24.666667,39.592593,0.0,19.388889,50.367787
GW,2020-05-19,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,51,0,,1089,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-29,30.855556,24.622222,36.577778,0.0,19.055556,50.287949
GW,2020-05-20,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,25,0,,1114,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,-48,,-17,-29,30.513889,24.25,38.208333,0.0,18.708333,50.865857
GW,2020-05-21,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1114,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-27,31.933333,23.977778,38.755556,0.0,19.044444,47.388112
GW,2020-05-22,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1114,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-13,-23,29.018519,22.740741,37.462963,0.0,20.518519,61.105322
GW,2020-05-23,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,59,0,,1173,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-8,-5,31.166667,24.796296,37.240741,0.0,20.074074,52.687729
GW,2020-05-24,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1173,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-9,30.433333,24.655556,36.522222,0.0,21.411111,59.158701
GW,2020-05-25,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1173,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-45,30.888889,24.0,39.25,0.0,20.138889,53.933843
GW,2020-05-26,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1173,6,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-25,30.722222,24.477778,37.8,0.0,20.877778,56.492811
GW,2020-05-27,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,22,2,,1195,8,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-19,31.125,24.875,36.861111,0.0,21.402778,56.648048
GW,2020-05-28,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,61,0,,1256,8,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-8,-19,30.425926,24.333333,37.833333,0.0,21.592593,60.026438
GW,2020-05-29,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1256,8,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-9,-16,32.044444,26.222222,37.4,0.0,21.333333,53.849573
GW,2020-05-30,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,66,0,,1322,8,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-8,-2,30.055556,26.652778,33.875,0.0,22.722222,65.735562
GW,2020-05-31,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,17,0,,1339,8,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-3,30.907407,25.0,37.5,0.0,21.574074,57.975048
GW,2020-06-01,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,7,0,,1346,8,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-19,29.433333,24.955556,34.733333,1.778,23.488889,70.831458
GW,2020-06-02,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,1,,1346,9,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-18,31.611111,25.296296,37.833333,0.0,20.333333,52.465467
GW,2020-06-03,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1346,9,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-15,32.259259,25.611111,39.537037,0.0,17.259259,41.64619
GW,2020-06-04,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,22,3,,1368,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-8,-12,31.037037,24.666667,38.259259,0.0,20.018519,53.024409
GW,2020-06-05,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1368,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-2,-13,31.319444,24.944444,37.972222,0.0,20.791667,54.483255
GW,2020-06-06,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1368,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-11,2,30.055556,24.666667,36.166667,0.0,21.333333,60.297232
GW,2020-06-07,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,21,0,,1389,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,7,30.981481,25.962963,37.037037,0.0,22.537037,61.167124
GW,2020-06-08,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1389,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-16,26.788889,24.033333,30.3,5.2324,23.555556,81.28771
GW,2020-06-09,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1389,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-13,29.851852,25.5,37.12963,0.677333,23.574074,69.317695
GW,2020-06-10,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,0,0,,1389,12,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-13,29.577778,23.7,34.466667,4.0132,23.355556,69.385936
GW,2020-06-11,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,84,3,,1473,15,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,,-12,30.648148,24.962963,36.5,0.0,23.055556,64.042881
GW,2020-06-12,ChIJ8amCr3Q85A4RTggeVz-O6Ls,Q1007,country/GNB,GW,Guinea-Bissau,GW,GNB,0,10,0,,1483,15,,,,,,,,1967998,962695,1005303,1080000,840922,578829,69.986,0.455,582349,450029,342384,254506,156575,92188,60416,24637,4914,1340389410,697,192776,12.0,-15.0,36130,33629,306,58.003,2.4,54.0,373.99,301.21,214.7,20.0,0.6851,0.1274,52.359409,37.730824,,,-10,-11,31.366667,27.377778,35.577778,0.0,24.788889,68.439154
