date,location_key,wikidata_id,country_name,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,new_confirmed,new_deceased,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity,calendar_week
2020-01-02,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3858025,19.067901,30.895062,0.0,0,17.660494,60.075709,1
2020-01-09,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.520392428571427,17.62963,31.197531,0.15875,0,16.66942242857143,60.30810685714285,2
2020-01-16,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.390762857142857,20.512346,32.472222,0.028222,0,17.268739142857143,55.25117485714286,3
2020-01-23,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,26.05013857142857,16.432099,32.031746,0.112889,0,16.402494285714287,57.07710242857143,4
2020-01-30,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,25.637566285714286,16.833333,31.703704,0.0,0,17.869047714285717,62.785630857142856,5
2020-02-06,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.44,0.0,0.0,26.53628128571429,17.777778,32.493827,0.0,0,18.250314857142858,61.70396528571428,6
2020-02-13,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.44,0.0,0.0,27.098639428571428,18.104938,33.203704,0.0,0,17.374275714285712,56.407625,7
2020-02-20,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.44,0.0,0.0,28.063712428571428,19.407407,34.469136,0.0,0,16.527337,50.928508,8
2020-02-27,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.44,0.0,0.0,26.773368714285713,18.154321,32.401235,0.1905,0,16.976962,56.81262685714285,9
2020-03-05,SV,Q792,El Salvador,6486201,13.668889,-88.866111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.44,0.0,0.0,26.982143,18.074074,34.333333,0.0,0,16.200617142857144,53.50478571428572,10
2020-03-12,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,44.44,0.0,0.0,27.387786714285713,20.154321,32.58642,0.338666,0,16.933201,55.02675428571428,11
2020-03-19,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,65.74,1.0,0.0,28.567617857142857,19.468254,34.203704,0.0,0,17.686885999999998,52.42688128571428,12
2020-03-26,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,0.0,88.89,12.0,0.0,28.772707142857143,17.25,34.0,0.0,0,16.936507857142857,49.64793628571429,13
2020-04-02,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,0.0,88.89,33.0,2.0,29.19929457142857,20.157407,34.419753,1.090083,0,18.28968242857143,52.79002142857143,14
2020-04-09,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,0.0,88.89,71.0,4.0,29.603930285714284,22.666667,34.777778,1.439333,0,19.99524442857143,57.150889428571425,15
2020-04-16,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,0.0,88.89,60.0,1.0,29.087588285714283,21.422222,34.625,0.0,0,19.491600428571427,57.03885014285714,16
2020-04-23,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,0.0,94.44,84.0,1.0,29.323176571428572,20.583333,33.685185,0.028222,0,19.504204571428573,56.11070171428571,17
2020-04-30,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,0.0,94.44,163.0,2.0,28.783522428571427,19.152778,34.080247,1.707444,0,20.24651042857143,60.387080142857144,18
2020-05-07,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,0.0,100.0,318.0,5.0,29.04254842857143,22.201389,34.652778,1.165679,0,20.443783,60.842926142857145,19
2020-05-14,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,0.0,100.0,468.0,8.0,28.52491157142857,21.590278,33.555556,18.335372,0,21.73699285714286,67.59196142857142,20
2020-05-21,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,100.0,515.0,10.0,28.857142857142858,22.376543,33.152778,36.305369,0,22.035352142857143,68.72029685714286,21
2020-05-28,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,100.0,553.0,9.0,28.040721714285716,21.25,33.152778,25.576893000000002,0,21.812641714285714,70.19166585714285,22
2020-06-04,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,100.0,571.0,11.0,23.491465142857145,20.730159,29.402778,207.70638300000002,0,21.63512557142857,90.1430622857143,23
2020-06-11,SV,Q792,El Salvador,6486201,13.668889,-88.866111,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,96.3,632.0,15.0,26.428508285714287,19.592593,31.361111,84.326487,0,22.111079714285715,78.0389092857143,24
