location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
KH,2020-01-01,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.703704,22.407407,33.5,0.0,0,18.814815,58.667084
KH,2020-01-02,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.166667,33.925926,0.0,0,19.62963,60.597973
KH,2020-01-03,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.611111,22.407407,33.296296,0.0,0,20.518519,65.469437
KH,2020-01-04,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.074074,22.0,32.240741,0.0,0,19.314815,62.764036
KH,2020-01-05,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.925926,21.833333,32.703704,0.0,0,19.259259,63.266358
KH,2020-01-06,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.018519,21.462963,32.87037,0.0,0,19.12963,62.249831
KH,2020-01-07,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.259259,22.166667,33.0,0.0,0,21.351852,66.446392
KH,2020-01-08,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.37037,24.462963,33.0,0.0,0,22.185185,69.42141
KH,2020-01-09,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87037,23.796296,34.12963,0.0,0,22.388889,68.663116
KH,2020-01-10,Q424,Cambodia,0.0,0.0,16718971,12.6,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.574074,24.203704,33.833333,0.338667,0,22.759259,71.419223
