location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
RO,2020-01-01,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.883333,-5.955556,-0.283333,0.254,69.85,-5.427778,82.917901
RO,2020-01-02,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-7.294444,0.894444,0.0,556.26,-6.283951,80.989914
RO,2020-01-03,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.144444,-8.255556,1.972222,0.0,523.24,-8.969136,73.213679
RO,2020-01-04,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.122222,-9.416667,0.688889,0.0,499.533333,-6.907407,81.230473
RO,2020-01-05,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.233333,-4.45,-1.533333,1.27,45.085,-5.116667,86.973313
RO,2020-01-06,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.377778,-11.733333,-1.577778,0.60325,48.26,-8.577778,84.587626
RO,2020-01-07,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.788889,-14.161111,-4.616667,0.0,306.916667,-11.783951,84.117074
RO,2020-01-08,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.044444,-13.094444,-3.35,0.0,358.14,-12.179012,77.952474
RO,2020-01-09,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.111111,-12.616667,-2.311111,0.056444,427.355,-10.314815,78.638689
RO,2020-01-10,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.122222,-4.061111,5.311111,0.0254,295.656,-3.25,79.599118
RO,2020-01-11,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.822222,-6.477778,3.472222,0.0,443.653333,-4.238889,84.50175
RO,2020-01-12,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.416667,-5.627778,2.561111,0.0,436.88,-3.783333,84.457229
RO,2020-01-13,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.238889,-4.855556,-1.527778,0.0,430.106667,-6.759259,83.584179
RO,2020-01-14,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.216667,-6.05,-1.883333,0.0254,317.5,-7.677778,83.110343
RO,2020-01-15,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.161111,-7.083333,-0.411111,0.0,314.96,-8.098765,79.121914
RO,2020-01-16,Q218,Romania,0.0,0.0,19414458,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.511111,-7.766667,0.411111,0.0254,310.515,-8.975309,76.794939
