location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
SB,2020-01-01,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.851852,24.037037,32.925926,0.0,0,23.833333,74.370164
SB,2020-01-02,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87037,24.537037,32.740741,0.338667,0,24.111111,75.57025
SB,2020-01-03,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.611111,23.5,33.0,0.0,0,24.305556,77.590351
SB,2020-01-04,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87037,24.833333,32.703704,6.011333,0,24.611111,77.867986
SB,2020-01-05,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.416667,24.388889,33.888889,0.0,0,24.444444,79.112199
SB,2020-01-06,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.462963,25.796296,33.166667,1.185333,0,25.333333,78.704798
SB,2020-01-07,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.407407,25.537037,33.203704,0.677333,0,24.444444,74.723346
SB,2020-01-08,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.296296,24.259259,33.648148,35.644667,0,24.814815,81.509835
SB,2020-01-09,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.805556,24.305556,31.0,1.397,0,24.583333,87.678926
SB,2020-01-10,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,24.055556,33.083333,14.859,0,24.361111,84.265678
SB,2020-01-11,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.277778,23.805556,32.444444,9.525,0,24.5,84.85873
SB,2020-01-12,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.805556,24.194444,31.75,19.939,0,25.25,91.215941
SB,2020-01-13,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.583333,24.888889,33.75,0.0,0,23.722222,70.823545
SB,2020-01-14,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.666667,26.5,33.555556,0.338667,0,25.259259,81.952507
SB,2020-01-15,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.907407,25.166667,29.962963,17.356667,0,25.037037,89.53254
SB,2020-01-16,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.805556,24.611111,32.694444,34.417,0,24.138889,75.990135
SB,2020-01-17,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.305556,24.0,33.611111,0.0,0,23.25,74.115958
SB,2020-01-18,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.583333,23.305556,34.25,0.127,0,23.055556,72.21525
SB,2020-01-19,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666667,23.138889,32.388889,0.0,0,23.972222,80.371081
SB,2020-01-20,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.777778,23.361111,31.638889,17.018,0,24.722222,88.533963
SB,2020-01-21,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.777778,23.5,33.0,0.0,0,24.638889,83.131205
SB,2020-01-22,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,24.833333,32.648148,2.624667,0,24.37037,76.156989
SB,2020-01-23,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.722222,25.074074,33.055556,2.624667,0,24.037037,75.891987
SB,2020-01-24,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.444444,23.138889,32.555556,1.016,0,24.388889,83.464373
SB,2020-01-25,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.722222,23.194444,32.5,0.0,0,24.138889,80.894798
SB,2020-01-26,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.861111,24.0,33.694444,0.0,0,24.416667,76.986573
SB,2020-01-27,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.055556,25.166667,33.0,2.624667,0,24.87037,78.222682
SB,2020-01-28,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.296296,25.166667,32.851852,0.0,0,25.037037,78.017085
SB,2020-01-29,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.074074,25.388889,32.907407,0.084667,0,25.444444,81.034269
SB,2020-01-30,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.944444,25.166667,31.0,4.148667,0,25.037037,84.251201
SB,2020-01-31,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.638889,24.388889,32.805556,10.414,0,25.027778,85.793788
SB,2020-02-01,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.222222,24.444444,31.138889,37.465,0,24.833333,86.829204
SB,2020-02-02,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.916667,24.583333,31.055556,12.446,0,25.277778,90.762833
SB,2020-02-03,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.37037,26.259259,32.666667,13.97,0,25.240741,78.506537
SB,2020-02-04,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.583333,25.555556,34.694444,3.556,0,25.027778,81.165842
SB,2020-02-05,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,26.074074,31.555556,5.08,0,25.611111,84.409404
SB,2020-02-06,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.33,25.925926,25.0,27.574074,15.070667,0,25.055556,94.980601
SB,2020-02-07,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.33,27.092593,25.388889,29.796296,47.413333,0,25.425926,90.62876
SB,2020-02-08,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.33,27.916667,25.0,32.305556,7.493,0,24.138889,79.971459
SB,2020-02-09,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.33,26.87037,25.240741,29.925926,36.999333,0,25.259259,90.94228
SB,2020-02-10,Q685,Solomon Islands,0.0,0.0,686878,-9.466667,159.816667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.33,27.037037,24.962963,29.87037,57.658,0,25.296296,90.261055
