location_key,date,wikidata_id,country_name,new_confirmed,new_deceased,population,latitude,longitude,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,contact_tracing,stringency_index
PG,2020-01-01,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-02,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-03,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-04,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-05,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-06,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-07,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-08,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-09,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-10,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-11,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-12,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-13,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-14,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-15,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-16,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-17,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-18,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,2020-01-19,Q691,Papua New Guinea,0.0,0.0,8947027,-6.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
